Drug1_ID,Drug2_ID,Y,Neg samples
DB01410,DB01021,82,DB00870$t
DB00240,DB08933,72,DB06786$h
DB00402,DB00359,46,DB09018$h
DB08918,DB01012,46,DB08883$t
DB00216,DB00805,46,DB09156$h
DB00623,DB00850,48,DB06201$t
DB00252,DB00215,3,DB00531$h
DB00656,DB00476,48,DB00688$h
DB00748,DB00675,46,DB08983$t
DB06739,DB00253,48,DB09555$h
DB01259,DB00254,46,DB08807$t
DB01015,DB01420,8,DB01326$h
DB00572,DB00747,48,DB00992$t
DB12532,DB05246,48,DB01058$t
DB00818,DB00494,48,DB00630$h
DB06701,DB00321,48,DB00210$t
DB00347,DB09118,72,DB00561$t
DB00571,DB00091,46,DB00636$t
DB00323,DB00343,48,DB05294$h
DB00477,DB01259,19,DB00675$t
DB00318,DB00695,48,DB01022$h
DB00468,DB00215,46,DB01301$t
DB00839,DB08918,8,DB00614$h
DB03756,DB00359,46,DB00540$t
DB04920,DB04871,46,DB01019$t
DB00479,DB00554,71,DB00190$h
DB00408,DB00575,48,DB09067$t
DB01429,DB00502,46,DB08873$t
DB05351,DB06414,46,DB09278$t
DB06770,DB05219,46,DB01147$t
DB00653,DB06210,74,DB01115$h
DB00622,DB01162,48,DB09215$t
DB01544,DB00184,46,DB01600$t
DB00850,DB09054,46,DB01218$t
DB01030,DB06212,72,DB09166$t
DB00972,DB01046,69,DB01165$h
DB01023,DB00501,72,DB00933$t
DB00608,DB00999,69,DB09297$h
DB00296,DB01118,46,DB00938$t
DB00358,DB01214,53,DB00561$t
DB08916,DB00908,72,DB11636$h
DB01021,DB00376,72,DB00730$t
DB00625,DB08907,74,DB00427$h
DB01041,DB00727,48,DB00459$h
DB01183,DB01029,46,DB05294$h
DB00487,DB11126,66,DB00682$h
DB00681,DB00511,48,DB11235$h
DB01201,DB01058,74,DB06766$h
DB00850,DB00379,46,DB01211$h
DB00268,DB00270,46,DB00273$t
DB00270,DB00176,46,DB01143$t
DB08798,DB00176,46,DB01127$t
DB00613,DB00834,72,DB00954$h
DB09123,DB01149,72,DB00925$t
DB00586,DB05219,46,DB00620$t
DB00633,DB09085,48,DB00617$h
DB06700,DB01366,84,DB06148$h
DB00445,DB00991,71,DB00806$h
DB00834,DB04876,8,DB01117$h
DB04574,DB00270,46,DB09324$t
DB00201,DB00254,46,DB00461$t
DB09048,DB01403,46,DB09185$h
DB00327,DB00402,48,DB09345$h
DB01006,DB00619,46,DB00384$t
DB01320,DB00679,3,DB11793$h
DB08912,DB04871,74,DB00970$t
DB00497,DB01018,48,DB09021$h
DB00842,DB00273,48,DB09014$h
DB00963,DB00768,48,DB00891$t
DB11575,DB09330,72,DB06410$t
DB00367,DB00619,46,DB04953$h
DB00685,DB11348,66,DB00768$t
DB01433,DB01037,48,DB09210$h
DB00273,DB00366,15,DB00999$t
DB00469,DB06414,46,DB00360$h
DB00564,DB00608,3,DB00921$h
DB01215,DB00203,46,DB00300$h
DB00421,DB00633,4,DB00982$h
DB01601,DB08816,10,DB00892$t
DB09280,DB01036,74,DB09147$t
DB01128,DB00511,57,DB01015$t
DB00475,DB00270,46,DB00467$h
DB00531,DB01208,14,DB00709$h
DB01592,DB01155,74,DB00182$h
DB04844,DB00014,19,DB09221$h
DB06725,DB09167,46,DB01320$t
DB00296,DB04842,48,DB01066$t
DB00584,DB09543,36,DB00751$t
DB01320,DB00458,3,DB09039$h
DB01611,DB00358,48,DB01355$t
DB01043,DB00869,71,DB01117$h
DB00749,DB00630,48,DB00953$t
DB00946,DB06414,46,DB06217$t
DB00338,DB00270,46,DB08899$h
DB00237,DB01614,48,DB00773$h
DB00736,DB00622,46,DB06201$h
DB06216,DB00915,19,DB06813$h
DB00402,DB01069,48,DB01000$h
DB01359,DB00608,46,DB06155$t
DB00547,DB00487,48,DB09137$h
DB01192,DB00420,46,DB04846$h
DB00721,DB09009,48,DB01291$h
DB01356,DB00244,72,DB00780$t
DB00953,DB09042,63,DB00517$t
DB00645,DB00356,48,DB00530$h
DB01169,DB00976,19,DB00734$h
DB00857,DB00736,46,DB00916$t
DB00779,DB01042,48,DB09279$h
DB06288,DB00502,35,DB00400$h
DB01174,DB00807,48,DB00289$h
DB00328,DB00749,48,DB09543$h
DB00420,DB00834,19,DB00304$h
DB09241,DB01168,63,DB00867$t
DB00270,DB00887,48,DB00852$t
DB00470,DB12332,72,DB00441$h
DB09215,DB01077,48,DB01019$h
DB01067,DB00203,46,DB00906$t
DB01058,DB00379,46,DB01009$t
DB00875,DB00014,19,DB00333$t
DB00250,DB01118,46,DB11135$t
DB01174,DB01036,3,DB00601$h
DB00889,DB05812,72,DB11699$h
DB08881,DB00497,74,DB01205$t
DB01601,DB00495,74,DB00321$h
DB06738,DB01219,48,DB00618$h
DB01041,DB00393,48,DB00898$t
DB00402,DB01018,48,DB04871$h
DB00308,DB00489,32,DB00561$t
DB00956,DB00349,15,DB01583$h
DB01081,DB09017,48,DB01061$t
DB09078,DB00710,19,DB09330$t
DB06772,DB01601,72,DB01044$h
DB11921,DB01324,82,DB00832$t
DB00243,DB01204,72,DB00610$h
DB09053,DB09330,72,DB05316$h
DB00228,DB00768,48,DB01008$h
DB06204,DB00470,15,DB01108$h
DB01609,DB00757,74,DB00273$h
DB01595,DB09073,72,DB01626$t
DB00474,DB13872,48,DB01612$h
DB00216,DB00177,46,DB00513$t
DB00805,DB00489,53,DB08875$h
DB01614,DB06204,15,DB06826$h
DB00872,DB09048,72,DB08983$t
DB01209,DB09125,48,DB01586$h
DB01238,DB01214,59,DB01359$h
DB04842,DB00356,48,DB00150$h
DB00321,DB00313,72,DB09053$t
DB04844,DB01017,15,DB01583$h
DB04844,DB09128,48,DB00946$t
DB00818,DB00771,48,DB04571$h
DB01297,DB01162,29,DB00476$t
DB09477,DB01435,48,DB00397$t
DB00677,DB12278,69,DB01409$h
DB00178,DB13167,48,DB01099$t
DB00393,DB01026,72,DB04571$t
DB00178,DB06403,59,DB11560$h
DB00814,DB00705,46,DB01656$t
DB06774,DB00184,46,DB09125$t
DB01045,DB00203,3,DB00340$h
DB06737,DB08905,48,DB00870$t
DB09078,DB00608,19,DB08797$h
DB08976,DB01021,69,DB01162$t
DB06710,DB00619,46,DB00736$t
DB00604,DB09118,72,DB00723$t
DB00404,DB06144,48,DB09087$h
DB00312,DB00780,59,DB01064$h
DB00953,DB01626,46,DB01263$t
DB01399,DB01021,69,DB00760$h
DB06605,DB08933,72,DB00504$h
DB00210,DB00784,48,DB01186$t
DB01081,DB01353,48,DB00891$h
DB00511,DB01135,81,DB08933$h
DB00541,DB00571,72,DB09220$h
DB01028,DB01095,46,DB04920$t
DB00323,DB00584,48,DB09227$t
DB00323,DB09026,48,DB01222$t
DB00318,DB01563,48,DB00651$t
DB00925,DB04855,46,DB00691$t
DB00852,DB08802,75,DB01082$h
DB03615,DB00608,71,DB06412$t
DB06739,DB06786,48,DB00384$h
DB01600,DB00591,48,DB09125$h
DB09075,DB00470,72,DB01327$h
DB06737,DB09215,48,DB01162$t
DB01601,DB00743,19,DB00876$h
DB00482,DB01600,48,DB01213$h
DB01297,DB00608,46,DB06799$h
DB00598,DB00876,48,DB00750$h
DB01122,DB00209,69,DB11641$t
DB00682,DB00972,5,DB00184$h
DB00850,DB00440,72,DB01406$h
DB00647,DB01072,46,DB09053$t
DB01201,DB06212,74,DB00497$t
DB00502,DB00458,19,DB12161$t
DB00215,DB00862,19,DB00410$h
DB00281,DB09342,48,DB00795$h
DB01036,DB00458,46,DB01351$h
DB00696,DB00818,48,DB01060$h
DB01259,DB09054,72,DB06292$t
DB01199,DB00254,20,DB00185$t
DB01028,DB00440,46,DB01365$t
DB01239,DB00575,48,DB00578$h
DB00296,DB06717,72,DB12001$t
DB00318,DB00802,48,DB00296$h
DB09282,DB09477,59,DB00627$t
DB00694,DB09215,71,DB11574$t
DB09017,DB00395,48,DB09185$t
DB00963,DB08964,69,DB00981$t
DB01177,DB00328,71,DB01208$t
DB00899,DB01320,48,DB09000$h
DB00768,DB00214,28,DB00238$t
DB08899,DB00906,74,DB00630$t
DB00615,DB01039,3,DB00328$h
DB08877,DB01232,72,DB00239$t
DB00404,DB01567,48,DB01206$t
DB00261,DB09543,48,DB09210$t
DB00482,DB09215,48,DB00956$t
DB01141,DB00364,66,DB01396$t
DB06237,DB09477,9,DB01253$h
DB01078,DB01211,72,DB06193$t
DB00822,DB01211,46,DB00290$h
DB06626,DB06210,72,DB09020$h
DB00498,DB01015,5,DB00400$h
DB00559,DB05381,74,DB04967$h
DB00489,DB00963,36,DB00503$t
DB11614,DB01211,46,DB09009$t
DB00877,DB06636,46,DB00309$t
DB00683,DB01149,46,DB09080$h
DB00899,DB04844,48,DB11730$h
DB01042,DB00390,57,DB13146$t
DB01154,DB00876,59,DB00763$t
DB08970,DB00843,48,DB01299$t
DB00298,DB00633,48,DB00935$h
DB00612,DB04552,36,DB00560$h
DB00323,DB00980,48,DB00237$t
DB04552,DB00827,26,DB00671$t
DB01274,DB00678,46,DB06791$h
DB09477,DB00975,48,DB00378$h
DB08880,DB09138,48,DB11574$h
DB01021,DB01119,48,DB06689$t
DB01233,DB00986,69,DB00374$t
DB00575,DB00264,24,DB00190$t
DB09053,DB02709,48,DB01223$h
DB00611,DB00752,48,DB13747$h
DB00877,DB01124,69,DB06702$t
DB06201,DB00555,48,DB08796$t
DB13783,DB00270,69,DB01098$h
DB00448,DB09054,46,DB00670$t
DB00511,DB00153,81,DB01607$h
DB00514,DB06636,46,DB01426$t
DB01297,DB08880,36,DB13872$t
DB01203,DB06826,59,DB09047$h
DB00972,DB00736,46,DB01236$t
DB00892,DB01614,48,DB00678$t
DB00318,DB00700,48,DB01175$h
DB00295,DB00203,46,DB09292$t
DB06695,DB06739,5,DB01005$h
DB00909,DB01219,48,DB01210$h
DB00244,DB00605,56,DB00791$t
DB00818,DB00228,48,DB01141$h
DB00752,DB00450,15,DB00654$t
DB01012,DB00318,69,DB01253$h
DB04871,DB00951,46,DB04570$t
DB00497,DB09073,72,DB01108$t
DB00323,DB01210,48,DB00768$h
DB00309,DB01211,72,DB08874$h
DB01174,DB01175,3,DB09449$h
DB04844,DB00195,46,DB01583$h
DB01195,DB00257,46,DB06212$h
DB01028,DB09238,46,DB00944$t
DB00752,DB01240,59,DB00402$h
DB01186,DB02709,48,DB00402$t
DB01023,DB08808,59,DB13167$t
DB00655,DB00208,46,DB01284$t
DB00625,DB00996,74,DB00788$t
DB00814,DB01032,72,DB09085$t
DB00210,DB00991,48,DB00217$t
DB00564,DB09166,3,DB01113$h
DB01198,DB09118,72,DB08826$h
DB00699,DB00313,48,DB00890$h
DB01233,DB00496,46,DB01223$t
DB00744,DB08984,48,DB00924$t
DB01224,DB09048,72,DB06766$h
DB01100,DB01236,19,DB01399$h
DB00454,DB00889,63,DB06210$t
DB00875,DB00660,48,DB09210$h
DB01023,DB01072,46,DB00598$t
DB00328,DB00337,48,DB12924$h
DB00672,DB01026,46,DB00420$t
DB00768,DB01628,48,DB01392$t
DB05294,DB00091,46,DB08820$t
DB00489,DB00188,19,DB01615$h
DB04861,DB00870,36,DB08996$h
DB00373,DB00606,59,DB00680$t
DB09034,DB00619,72,DB04552$t
DB00226,DB09235,59,DB09210$t
DB06201,DB00996,48,DB09279$t
DB00483,DB00445,39,DB06145$h
DB01567,DB00747,48,DB01199$h
DB06414,DB00705,46,DB13025$h
DB08875,DB00625,46,DB01411$t
DB00474,DB04743,3,DB01138$h
DB00841,DB00887,82,DB00798$t
DB01191,DB00289,46,DB00911$t
DB09102,DB00203,46,DB00775$t
DB00605,DB06781,48,DB06636$h
DB09297,DB09054,46,DB00796$t
DB09297,DB00285,46,DB00277$t
DB08873,DB12598,74,DB00497$h
DB00575,DB00598,24,DB09272$t
DB00427,DB01080,48,DB00259$t
DB09211,DB04272,48,DB06771$t
DB01062,DB09330,72,DB08828$t
DB00780,DB00391,48,DB00556$t
DB01609,DB00635,74,DB08916$h
DB08875,DB01149,72,DB09134$t
DB00475,DB01028,48,DB00907$h
DB01320,DB09230,72,DB00787$t
DB00752,DB00800,59,DB00844$t
DB00497,DB00961,48,DB02701$h
DB00818,DB00281,46,DB06201$h
DB04572,DB09118,72,DB09040$t
DB06626,DB02703,72,DB06410$t
DB06414,DB01263,72,DB00812$t
DB01220,DB00675,3,DB12267$h
DB01595,DB00771,48,DB00220$t
DB00297,DB00633,48,DB00682$t
DB01600,DB00887,28,DB06206$t
DB00946,DB09324,5,DB00577$t
DB00268,DB09292,48,DB06237$h
DB09128,DB02703,72,DB05294$t
DB00615,DB04908,74,DB09277$t
DB01054,DB00476,29,DB08964$t
DB00521,DB01601,46,DB01268$t
DB00448,DB09074,46,DB00635$t
DB00696,DB04896,48,DB04711$t
DB00564,DB00613,3,DB09236$h
DB00392,DB00219,48,DB00177$t
DB09292,DB00742,48,DB09338$h
DB06739,DB04868,46,DB01169$t
DB00397,DB06152,48,DB00740$h
DB00228,DB01028,48,DB09069$t
DB00228,DB00647,48,DB00531$h
DB00622,DB01324,59,DB09223$t
DB00807,DB01065,48,DB01098$t
DB00678,DB00797,59,DB00916$h
DB01589,DB09167,46,DB00493$t
DB06144,DB04953,48,DB00213$t
DB00956,DB09352,68,DB00309$t
DB11135,DB08930,74,DB00371$h
DB00608,DB01097,48,DB00973$t
DB00619,DB00472,46,DB09241$h
DB00486,DB01366,84,DB00572$t
DB01273,DB00751,72,DB01183$t
DB00889,DB00949,19,DB00546$h
DB01601,DB00531,48,DB00583$t
DB00877,DB00681,69,DB00841$h
DB09297,DB09074,46,DB00718$h
DB08976,DB01609,48,DB00617$t
DB00594,DB09215,36,DB00201$t
DB00683,DB09342,48,DB09330$t
DB00608,DB00246,46,DB09223$h
DB00368,DB00723,48,DB01415$h
DB08922,DB00768,48,DB09290$h
DB00296,DB01353,48,DB00475$t
DB00448,DB00482,46,DB00700$t
DB01166,DB00608,46,DB00675$t
DB01067,DB00678,46,DB00765$h
DB00476,DB08815,48,DB06739$h
DB00338,DB09048,72,DB09094$h
DB00542,DB01021,59,DB00803$t
DB01418,DB00768,5,DB00639$h
DB04920,DB00608,46,DB01331$t
DB06155,DB09065,46,DB01165$t
DB00590,DB00476,29,DB11793$t
DB00620,DB06718,73,DB00229$t
DB00683,DB08882,74,DB00526$h
DB00814,DB01263,46,DB09167$h
DB09275,DB00710,74,DB00201$t
DB01071,DB00182,1,DB00864$h
DB01227,DB00768,48,DB00622$h
DB00590,DB06414,46,DB00653$h
DB01348,DB00210,48,DB06695$h
DB00680,DB01104,48,DB00554$h
DB08918,DB01685,46,DB11586$h
DB09227,DB00925,48,DB00655$t
DB06212,DB00404,72,DB00970$h
DB01233,DB01193,53,DB06704$t
DB00270,DB00350,48,DB04911$h
DB00571,DB12598,36,DB01019$h
DB01161,DB01106,48,DB00797$t
DB00349,DB01211,46,DB08882$t
DB01223,DB00184,46,DB00571$t
DB01021,DB04948,59,DB09018$h
DB00326,DB00841,69,DB01162$t
DB13874,DB00625,46,DB09449$h
DB00701,DB00215,46,DB01553$t
DB01624,DB09048,72,DB09230$h
DB01201,DB00675,3,DB01074$h
DB00802,DB05246,48,DB06799$h
DB00324,DB01325,82,DB00675$t
DB00682,DB00596,5,DB08983$h
DB01087,DB01591,19,DB06261$t
DB13142,DB01115,69,DB00863$t
DB00014,DB00270,19,DB00402$t
DB00959,DB01021,82,DB01353$h
DB00514,DB01356,48,DB00448$h
DB01578,DB00768,71,DB01122$t
DB09235,DB00753,48,DB00905$t
DB00318,DB11148,48,DB00916$h
DB00843,DB09074,46,DB06176$t
DB00594,DB01600,36,DB00215$t
DB00627,DB01067,69,DB00751$h
DB01320,DB06401,74,DB01583$h
DB00230,DB04844,7,DB00246$h
DB00762,DB00215,46,DB01609$t
DB06739,DB01097,46,DB06697$t
DB00559,DB00346,74,DB09069$t
DB01041,DB00813,15,DB01553$h
DB01282,DB09477,48,DB00640$t
DB01595,DB01106,48,DB00389$t
DB01393,DB09330,72,DB00250$t
DB08877,DB01203,53,DB00723$h
DB04842,DB00321,48,DB00445$t
DB00243,DB00875,72,DB01112$h
DB00195,DB09118,46,DB01268$t
DB04572,DB02703,72,DB00780$t
DB00182,DB00484,48,DB01076$t
DB08871,DB00363,48,DB00267$h
DB01235,DB00608,46,DB00658$t
DB00458,DB00384,48,DB00184$t
DB01609,DB00938,74,DB01351$h
DB00877,DB08820,72,DB01463$h
DB00177,DB01015,46,DB02546$t
DB01238,DB00215,72,DB00485$h
DB01233,DB09224,48,DB00548$t
DB00153,DB00203,46,DB01583$t
DB00963,DB04552,48,DB01131$t
DB01015,DB01072,46,DB09292$h
DB00244,DB00999,69,DB01053$t
DB00646,DB04743,48,DB00392$t
DB00884,DB01609,48,DB00699$t
DB00655,DB01104,46,DB09236$t
DB00700,DB00270,72,DB00367$h
DB01018,DB00745,46,DB01233$t
DB08938,DB08931,74,DB08903$h
DB09241,DB01104,63,DB00577$h
DB06216,DB00633,48,DB04840$h
DB00420,DB00938,19,DB01320$h
DB00189,DB00633,48,DB01026$t
DB04876,DB01180,48,DB00946$t
DB00559,DB01085,74,DB01392$h
DB00339,DB00834,72,DB01147$h
DB00652,DB00470,15,DB08996$h
DB00752,DB00206,48,DB01199$h
DB01236,DB00423,48,DB04571$h
DB00215,DB00446,72,DB00919$t
DB01348,DB09477,59,DB00909$h
DB01053,DB06696,74,DB00803$t
DB01320,DB00359,3,DB01301$h
DB01018,DB05219,46,DB00270$t
DB01615,DB08987,48,DB00763$h
DB00238,DB01149,3,DB09076$h
DB00898,DB09048,72,DB00216$t
DB00346,DB06711,4,DB08800$h
DB01320,DB01171,3,DB00080$h
DB00690,DB01065,48,DB00556$t
DB06695,DB00744,5,DB04951$h
DB01181,DB01023,46,DB02701$t
DB00627,DB00672,69,DB00027$t
DB01045,DB01131,3,DB01068$h
DB00215,DB09244,63,DB12924$h
DB00611,DB05246,48,DB01332$h
DB00910,DB01026,72,DB00482$h
DB08877,DB00199,46,DB09223$h
DB09396,DB00246,46,DB08930$h
DB09285,DB08880,48,DB00591$h
DB01131,DB00582,46,DB04842$t
DB00292,DB00489,24,DB06826$t
DB01588,DB00215,48,DB00319$h
DB01628,DB00270,46,DB00565$h
DB01194,DB08873,72,DB01000$t
DB00502,DB00104,19,DB00757$t
DB00549,DB08880,46,DB00628$t
DB01161,DB00754,48,DB08983$h
DB00564,DB09167,3,DB00964$h
DB00312,DB00736,3,DB01060$h
DB06777,DB02703,72,DB00378$t
DB00489,DB00557,19,DB00804$t
DB00682,DB04574,5,DB04711$h
DB01245,DB01214,53,DB01337$h
DB09570,DB09118,72,DB00628$t
DB01268,DB01167,46,DB01303$h
DB00356,DB00486,15,DB00863$t
DB00752,DB00924,63,DB00499$t
DB00726,DB04871,48,DB00599$h
DB01132,DB08880,46,DB01369$t
DB00611,DB01161,48,DB09074$h
DB06144,DB00555,48,DB01575$t
DB00601,DB01614,48,DB12924$t
DB08880,DB00277,74,DB01183$h
DB04844,DB08815,48,DB08826$t
DB00619,DB04855,72,DB00665$h
DB06209,DB06414,46,DB00803$t
DB00091,DB00608,56,DB06781$t
DB01236,DB01319,46,DB09212$t
DB00619,DB09238,46,DB00572$h
DB04743,DB00240,48,DB09085$t
DB13231,DB06210,74,DB00639$h
DB00797,DB01021,59,DB01604$h
DB01131,DB09065,46,DB00284$t
DB00245,DB00608,46,DB00273$t
DB00962,DB00215,48,DB00203$t
DB00620,DB00772,48,DB01034$t
DB00877,DB00222,69,DB00628$h
DB01183,DB09054,46,DB00555$t
DB09166,DB00405,48,DB06261$h
DB00647,DB01114,48,DB01280$h
DB00997,DB00502,46,DB01198$h
DB09084,DB04865,48,DB09112$h
DB04572,DB00203,46,DB01280$t
DB00554,DB01129,46,DB01211$h
DB06144,DB00450,15,DB06267$t
DB01351,DB01196,69,DB01036$h
DB09166,DB00484,15,DB00987$t
DB00436,DB00925,59,DB08889$t
DB00571,DB09054,46,DB04573$t
DB00818,DB01612,48,DB00376$t
DB00656,DB00514,48,DB01072$h
DB00682,DB08804,5,DB09130$h
DB01165,DB00346,19,DB08796$h
DB01081,DB01589,48,DB00521$t
DB00395,DB00754,48,DB01097$t
DB00946,DB01149,46,DB01204$t
DB00564,DB11586,3,DB00650$h
DB08931,DB05812,72,DB05219$h
DB00608,DB00468,46,DB12332$t
DB01036,DB00224,72,DB09128$t
DB09241,DB01367,63,DB00721$t
DB01050,DB04865,48,DB00649$h
DB00686,DB00814,5,DB01431$h
DB00384,DB00887,48,DB08965$t
DB00690,DB00582,46,DB05265$t
DB12026,DB09330,72,DB11363$t
DB09227,DB01149,72,DB00395$t
DB00275,DB09235,59,DB00918$h
DB00359,DB04896,8,DB01232$h
DB00304,DB09065,72,DB13783$t
DB00347,DB08873,46,DB00723$t
DB01159,DB08931,48,DB01583$t
DB00699,DB00694,48,DB01050$t
DB01319,DB01211,69,DB04908$h
DB00479,DB00244,71,DB09041$t
DB01164,DB01021,71,DB04398$h
DB00334,DB09167,46,DB06212$t
DB00744,DB00343,46,DB00583$t
DB00328,DB00685,26,DB00502$h
DB01173,DB01161,15,DB01622$h
DB00908,DB00321,19,DB01221$h
DB00608,DB00688,48,DB00487$h
DB06738,DB08880,46,DB00916$t
DB00310,DB00678,48,DB09235$t
DB01366,DB00524,82,DB09026$t
DB00475,DB05246,48,DB08887$h
DB00266,DB09543,5,DB08828$t
DB08899,DB01268,74,DB00884$h
DB01595,DB00673,72,DB00335$t
DB01254,DB01601,72,DB09040$t
DB00723,DB09273,48,DB01169$t
DB00546,DB00257,46,DB01208$h
DB01041,DB01136,48,DB01043$t
DB01609,DB00193,74,DB09214$t
DB00850,DB00313,48,DB00794$t
DB01211,DB01181,10,DB01250$t
DB00248,DB00182,46,DB01180$h
DB00502,DB00674,19,DB11254$t
DB02659,DB08916,74,DB01297$h
DB00404,DB00818,48,DB00436$h
DB06781,DB00685,48,DB01211$h
DB09076,DB01036,1,DB00275$h
DB01015,DB00233,8,DB01211$h
DB01154,DB00304,69,DB00575$t
DB01356,DB01433,48,DB00288$h
DB00518,DB09063,72,DB00476$h
DB00768,DB01133,48,DB01149$h
DB00177,DB00925,59,DB01248$h
DB01324,DB06694,59,DB11574$h
DB00572,DB00333,48,DB01259$h
DB11737,DB00976,46,DB00402$t
DB01041,DB01196,80,DB01345$t
DB13874,DB08873,46,DB00339$t
DB00625,DB00366,15,DB01246$t
DB00201,DB09120,46,DB00873$t
DB01115,DB01214,59,DB04576$h
DB05294,DB06663,19,DB00390$t
DB00427,DB06702,76,DB06794$t
DB00264,DB06412,72,DB06147$h
DB00390,DB09039,72,DB00296$t
DB00470,DB00852,84,DB00488$t
DB00527,DB09118,48,DB00916$t
DB01233,DB00857,46,DB00326$t
DB04844,DB09078,19,DB08814$t
DB01578,DB00328,71,DB00788$h
DB00834,DB06781,69,DB01553$t
DB00283,DB00752,1,DB04743$t
DB02709,DB00282,48,DB00346$h
DB05239,DB09048,72,DB00801$h
DB00743,DB01036,19,DB01149$t
DB01600,DB00223,48,DB00550$t
DB00814,DB00764,48,DB00969$h
DB05294,DB00714,19,DB00222$t
DB00610,DB00752,70,DB09039$t
DB00630,DB01177,23,DB11315$t
DB01595,DB00246,46,DB00248$t
DB00708,DB01236,48,DB01078$h
DB00476,DB00932,72,DB00380$t
DB00178,DB00233,36,DB01167$t
DB00384,DB00703,48,DB09021$h
DB05294,DB01274,19,DB02709$h
DB01244,DB00296,48,DB01329$t
DB00343,DB01601,46,DB08865$h
DB01194,DB09118,72,DB01607$t
DB01182,DB08933,72,DB01578$h
DB00860,DB08882,69,DB00873$h
DB00759,DB08933,72,DB09278$t
DB00972,DB00678,46,DB01299$t
DB00554,DB13158,48,DB00843$h
DB08860,DB00502,72,DB06709$h
DB00956,DB01563,15,DB00446$t
DB01166,DB04743,5,DB00241$h
DB01173,DB13025,15,DB01210$h
DB01070,DB01021,50,DB01004$h
DB01167,DB00814,74,DB05294$t
DB00751,DB01167,74,DB01174$t
DB00602,DB06210,72,DB01301$t
DB00627,DB00914,69,DB06637$t
DB00870,DB00322,46,DB06782$t
DB00869,DB01580,59,DB01081$h
DB00188,DB00976,72,DB09125$t
DB00898,DB00854,15,DB09343$h
DB13158,DB01601,72,DB00998$t
DB06216,DB09330,72,DB06152$t
DB00247,DB00502,48,DB08932$h
DB11348,DB08826,74,DB00296$h
DB00282,DB01609,48,DB00918$h
DB01242,DB08873,46,DB08889$t
DB01576,DB08800,75,DB00975$h
DB00736,DB00224,74,DB00257$t
DB00370,DB00998,48,DB08910$h
DB01349,DB00243,46,DB00560$t
DB08864,DB01206,72,DB00546$t
DB13025,DB01106,48,DB06206$t
DB01558,DB08918,48,DB00630$t
DB00842,DB13872,48,DB06792$h
DB00220,DB00497,48,DB01303$t
DB00370,DB00201,46,DB00484$h
DB09117,DB00497,15,DB09330$t
DB00628,DB12332,46,DB00761$t
DB01236,DB03619,48,DB01415$t
DB00875,DB00434,48,DB08798$h
DB00250,DB09112,48,DB09211$h
DB00976,DB01274,19,DB01193$t
DB00204,DB00619,72,DB04844$t
DB09241,DB01018,59,DB00951$t
DB06201,DB00404,48,DB06792$t
DB06216,DB01587,48,DB00326$h
DB00636,DB08933,72,DB00990$t
DB01229,DB08871,48,DB06781$t
DB09204,DB00818,48,DB00356$t
DB01590,DB08933,72,DB06691$t
DB00980,DB00270,46,DB04871$t
DB01075,DB00318,69,DB00537$h
DB06739,DB09216,48,DB01589$t
DB01410,DB06819,69,DB01401$h
DB09297,DB00343,46,DB00828$t
DB00648,DB00511,57,DB00420$t
DB00339,DB01232,46,DB11817$t
DB08899,DB00203,74,DB01221$h
DB06201,DB00623,48,DB08981$t
DB00216,DB01242,48,DB11560$h
DB00349,DB00976,46,DB05219$t
DB07615,DB00751,52,DB00755$h
DB00340,DB00273,48,DB01117$h
DB00470,DB00549,72,DB00270$h
DB09009,DB00285,48,DB04844$h
DB01214,DB06196,36,DB08930$h
DB00831,DB00750,48,DB00751$h
DB09389,DB09048,72,DB00256$h
DB00620,DB00224,46,DB08881$t
DB00802,DB00906,48,DB00630$t
DB00321,DB00496,46,DB09167$h
DB00850,DB01624,48,DB00992$t
DB01370,DB00655,2,DB09102$h
DB06802,DB01324,69,DB09087$h
DB01463,DB01545,48,DB05265$t
DB11574,DB01254,72,DB00362$t
DB00617,DB01263,46,DB01408$t
DB00153,DB01406,50,DB00970$t
DB00363,DB00915,69,DB06696$t
DB00956,DB00508,15,DB09477$h
DB00323,DB01037,48,DB00920$t
DB08938,DB00489,74,DB00304$t
DB00976,DB06702,76,DB09074$t
DB01210,DB01600,36,DB00563$h
DB00328,DB01130,48,DB00335$t
DB09072,DB08918,48,DB00014$h
DB01268,DB00945,8,DB06261$h
DB00678,DB04868,46,DB09570$t
DB00554,DB13167,48,DB09147$h
DB04842,DB00768,48,DB00146$h
DB05271,DB01601,46,DB01041$t
DB00906,DB00967,48,DB00278$t
DB00420,DB00834,72,DB00424$t
DB00625,DB00603,74,DB09082$t
DB00514,DB09128,48,DB06826$h
DB00787,DB08880,72,DB09216$h
DB00228,DB00321,48,DB00420$t
DB01463,DB00747,48,DB00915$h
DB00379,DB00270,46,DB08981$h
DB00575,DB04946,48,DB00745$h
DB00807,DB01618,48,DB00673$t
DB00757,DB01591,19,DB09009$t
DB01319,DB01601,74,DB00185$h
DB00187,DB08918,72,DB08906$h
DB00497,DB06690,48,DB00445$h
DB01253,DB01463,48,DB01553$t
DB00321,DB00440,46,DB01595$h
DB00458,DB08882,72,DB05109$h
DB01592,DB03754,66,DB04894$t
DB00542,DB09215,48,DB00593$h
DB00586,DB08880,48,DB01087$h
DB00421,DB01600,36,DB01015$t
DB00641,DB01093,72,DB01275$h
DB00628,DB01580,48,DB01301$h
