Drug1_ID,Drug2_ID,Y,Neg samples
DB00502,DB09330,72,DB09292$h
DB00818,DB01351,48,DB11699$t
DB00402,DB00476,48,DB01610$t
DB08931,DB00625,46,DB00489$t
DB01214,DB00870,36,DB00947$t
DB01609,DB01259,74,DB00210$t
DB00744,DB02703,72,DB06261$t
DB00273,DB06282,48,DB00430$h
DB00620,DB01211,46,DB09278$h
DB00184,DB00201,46,DB00456$h
DB00736,DB00976,46,DB00356$t
DB06201,DB00850,48,DB00441$t
DB00752,DB01233,48,DB01606$t
DB01026,DB09048,72,DB00970$h
DB00998,DB11699,63,DB00420$t
DB04743,DB00244,48,DB00877$t
DB01028,DB09330,72,DB04339$h
DB01131,DB00203,46,DB00888$t
DB00869,DB09477,59,DB08905$t
DB00869,DB09167,46,DB04786$t
DB08828,DB09118,72,DB00456$h
DB00476,DB01583,69,DB00293$t
DB01268,DB00511,57,DB01214$t
DB00296,DB06144,48,DB00890$h
DB00850,DB01131,72,DB01615$t
DB00497,DB01595,48,DB01607$t
DB00655,DB09330,72,DB01019$t
DB01162,DB00388,4,DB00430$h
DB00617,DB09330,72,DB00976$t
DB00470,DB01366,84,DB00625$h
DB00575,DB00619,46,DB00819$t
DB01041,DB05246,15,DB00956$t
DB00831,DB00752,48,DB01211$t
DB00751,DB01211,46,DB00678$t
DB09241,DB00575,59,DB09156$h
DB00998,DB04871,48,DB06201$t
DB01026,DB02703,72,DB09048$h
DB00250,DB00976,46,DB01366$h
DB00780,DB04844,48,DB08931$h
DB09039,DB00976,72,DB00514$h
DB00768,DB00619,46,DB09477$t
DB01609,DB01183,74,DB11586$t
DB06155,DB08933,72,DB06781$t
DB08828,DB08933,72,DB00346$t
DB05294,DB08871,19,DB00402$t
DB00210,DB01325,69,DB01595$t
DB00356,DB00201,46,DB00561$h
DB01567,DB01587,48,DB01191$h
DB00497,DB06212,48,DB05381$h
DB09166,DB04844,48,DB00432$t
DB09342,DB01219,48,DB04339$t
DB00818,DB13025,48,DB08802$h
DB00328,DB04865,48,DB08957$h
DB00445,DB00744,71,DB00751$h
DB01463,DB09118,48,DB00675$t
DB00877,DB00619,46,DB09118$h
DB01615,DB01131,72,DB00378$t
DB00680,DB00497,59,DB01211$t
DB00571,DB00210,36,DB04786$t
DB01041,DB01028,15,DB08882$h
DB00321,DB00201,46,DB06210$t
DB00780,DB00575,59,DB08802$t
DB01122,DB01199,69,DB01268$h
DB01320,DB05219,46,DB00339$h
DB00270,DB08873,46,DB09048$h
DB00854,DB01320,48,DB01205$h
DB06217,DB09118,46,DB09223$t
DB03128,DB00608,46,DB06261$t
DB01611,DB00518,74,DB06819$h
DB00572,DB00470,84,DB01206$t
DB00518,DB01211,46,DB00445$t
DB00296,DB01433,48,DB09267$t
DB01259,DB09048,72,DB00832$t
DB01236,DB01587,48,DB04339$t
DB00956,DB09338,48,DB09167$h
DB00850,DB01081,48,DB09488$h
DB09009,DB00321,48,DB00571$h
DB08930,DB08880,72,DB04339$h
DB00392,DB00956,48,DB01015$h
DB01595,DB01433,48,DB01331$h
DB00182,DB00571,59,DB00529$t
DB00356,DB01219,48,DB00998$h
DB00682,DB01023,46,DB00448$t
DB01614,DB01611,72,DB00554$t
DB00807,DB00273,48,DB11586$t
DB04743,DB06826,69,DB00489$t
DB00318,DB09330,72,DB00402$t
DB00554,DB00608,48,DB06826$t
DB00630,DB00445,23,DB00745$h
DB06212,DB02709,72,DB00970$h
DB06144,DB00323,48,DB04711$h
DB00606,DB06826,59,DB11106$h
DB04871,DB01233,48,DB00273$t
DB00216,DB00752,48,DB00954$h
DB00619,DB08933,72,DB00719$t
DB00321,DB00619,46,DB00711$h
DB00615,DB01259,74,DB00763$h
DB01184,DB05219,46,DB09462$t
DB03128,DB00215,46,DB03756$t
DB00356,DB08873,46,DB00328$t
DB08871,DB00511,57,DB01199$t
DB00843,DB00270,46,DB09039$h
DB00843,DB01149,46,DB09021$t
DB08931,DB00178,72,DB00806$h
DB01351,DB01320,48,DB00947$t
DB00647,DB01567,48,DB09143$h
DB00854,DB00182,68,DB09211$t
DB00678,DB04552,48,DB00554$t
DB09147,DB00736,66,DB03756$t
DB00318,DB04844,48,DB00304$t
DB06212,DB09118,72,DB04571$t
DB00699,DB00763,48,DB00869$t
DB00427,DB01175,48,DB00328$h
DB01614,DB01219,48,DB00925$h
DB00956,DB01021,48,DB13872$t
DB00323,DB00270,48,DB06691$h
DB01015,DB00182,8,DB09185$t
DB01351,DB01162,59,DB00448$t
DB01195,DB00819,72,DB00554$h
DB01591,DB01081,48,DB08873$h
DB01587,DB08918,48,DB09330$t
DB00744,DB09215,48,DB00273$t
DB00850,DB06414,46,DB00456$t
DB00554,DB04552,48,DB00273$t
DB01023,DB09048,72,DB08802$h
DB08916,DB00619,72,DB01438$h
DB01463,DB00356,48,DB00744$t
DB09167,DB08882,72,DB00806$h
DB00470,DB09118,72,DB01280$h
DB01233,DB00392,69,DB01000$h
DB00203,DB00575,9,DB09021$h
DB06201,DB00323,48,DB00870$h
DB01349,DB00814,48,DB00529$t
DB01021,DB04876,69,DB01268$t
DB13025,DB00427,48,DB00710$t
DB01615,DB00250,72,DB00445$h
DB01036,DB00752,46,DB00304$t
DB03128,DB00502,46,DB01211$t
DB00956,DB00323,15,DB01184$t
DB06144,DB09330,72,DB09021$t
DB06282,DB00215,48,DB00662$h
DB01595,DB00476,48,DB09134$t
DB00617,DB01149,46,DB05246$t
DB00553,DB01601,46,DB00647$t
DB00889,DB00608,19,DB08802$t
DB00736,DB00244,69,DB00675$t
DB04844,DB00916,19,DB00304$t
DB01349,DB08933,72,DB00304$t
DB09235,DB00476,29,DB00620$t
DB00210,DB00870,48,DB05381$h
DB05294,DB01149,46,DB00869$t
DB00613,DB08911,72,DB00553$h
DB00395,DB01149,48,DB01208$h
DB00553,DB00976,46,DB00323$t
DB13872,DB01175,48,DB01085$t
DB01587,DB00321,48,DB00751$t
DB01259,DB08880,46,DB00476$t
DB04844,DB01601,72,DB08889$h
DB01236,DB09118,72,DB00571$t
DB00215,DB01615,48,DB01615$h
DB09477,DB01162,48,DB06826$h
DB00875,DB00906,48,DB00304$t
DB00572,DB12278,48,DB00216$t
DB00178,DB01021,59,DB09211$h
DB00831,DB01351,48,DB13025$h
DB00270,DB09330,72,DB01351$t
DB09555,DB00203,46,DB00854$t
DB00628,DB01211,46,DB00448$t
DB06212,DB06412,72,DB08873$h
DB00244,DB00210,56,DB00850$h
DB06781,DB01149,72,DB08880$h
DB00178,DB00606,59,DB00577$h
DB00318,DB00606,48,DB00250$t
DB04871,DB01614,48,DB00489$h
DB08918,DB00388,84,DB00627$h
DB01320,DB01184,3,DB04911$h
DB00476,DB00998,48,DB00906$h
DB01268,DB08918,8,DB00518$h
DB00925,DB01162,48,DB01093$h
DB01615,DB06144,48,DB00553$h
DB06144,DB00906,48,DB09396$t
DB01236,DB01023,48,DB05294$t
DB09166,DB00427,48,DB00751$t
DB00476,DB01081,63,DB06201$t
DB00244,DB00870,56,DB13025$h
DB09143,DB09118,72,DB04743$t
DB00215,DB08873,46,DB01206$t
DB00250,DB08933,72,DB11636$h
DB01609,DB00625,74,DB01162$h
DB01324,DB08882,69,DB00459$h
DB06217,DB01026,46,DB01553$h
DB06144,DB00321,48,DB01149$t
DB00502,DB00807,48,DB02701$h
DB00916,DB09118,72,DB09067$t
DB01320,DB01349,3,DB09210$h
DB00502,DB00346,19,DB00723$h
DB06201,DB09009,48,DB00267$t
DB00752,DB00427,48,DB13142$h
DB00699,DB01301,48,DB04552$t
DB01325,DB00178,59,DB00889$t
DB00680,DB00250,72,DB00915$h
DB05294,DB00608,19,DB04552$t
DB01339,DB00445,39,DB06212$t
DB00321,DB00476,63,DB08873$t
DB01601,DB00710,19,DB06144$t
DB00752,DB01324,59,DB00328$h
DB00323,DB00178,48,DB00675$h
DB00318,DB01081,48,DB01583$t
DB00608,DB01324,69,DB01301$t
DB08905,DB00890,72,DB08911$h
DB00633,DB01161,48,DB00814$t
DB00346,DB00571,59,DB00841$t
DB04552,DB08964,69,DB00818$t
DB01103,DB00203,46,DB00723$t
DB11363,DB00511,57,DB00577$t
DB00647,DB01433,48,DB00489$h
DB00489,DB09039,32,DB06210$h
DB00633,DB00184,46,DB09488$t
DB00998,DB01614,48,DB01259$t
DB00571,DB00420,46,DB00518$h
DB00619,DB01026,72,DB00459$t
DB01339,DB01081,48,DB00925$t
DB00831,DB01463,48,DB00768$h
DB00956,DB00318,15,DB09297$h
DB00502,DB00710,19,DB00617$h
DB00273,DB01149,48,DB00267$h
DB01028,DB00625,48,DB00890$t
DB01214,DB02709,36,DB00723$t
DB00497,DB01433,48,DB01162$t
DB01023,DB01162,48,DB01019$h
DB00877,DB00976,46,DB09185$t
DB09292,DB00210,48,DB11348$t
DB08918,DB00270,46,DB01438$t
DB01036,DB01149,72,DB00323$t
DB00807,DB01433,48,DB00432$t
DB01041,DB00575,15,DB09235$t
DB00273,DB00625,48,DB00890$t
DB00201,DB09039,46,DB08828$t
DB06739,DB00710,48,DB00613$h
DB00915,DB00502,69,DB11348$t
DB01609,DB01268,74,DB09130$h
DB01041,DB00655,80,DB01015$t
DB09041,DB04743,48,DB00546$h
DB00850,DB08918,48,DB00432$t
DB01036,DB00470,84,DB09166$h
DB01023,DB09330,72,DB06414$t
DB00699,DB01587,48,DB00675$h
DB00752,DB06826,59,DB04871$t
DB01614,DB00323,48,DB00304$t
DB00328,DB00273,46,DB08964$h
DB01614,DB00321,48,DB06193$h
DB00807,DB08918,48,DB00328$h
DB00182,DB01601,46,DB06729$h
DB00395,DB00215,46,DB11106$t
DB13450,DB00445,39,DB06691$t
DB00628,DB08933,72,DB09009$t
DB00318,DB01161,48,DB09499$t
DB00402,DB00678,46,DB01329$t
DB01609,DB08877,74,DB00889$h
DB00631,DB01162,48,DB01329$t
DB11574,DB09118,72,DB00182$t
DB06210,DB00625,46,DB01592$t
DB09241,DB01433,59,DB00658$t
DB00178,DB00384,48,DB13872$t
DB00575,DB00752,46,DB02701$h
DB00273,DB00476,48,DB09292$h
DB01320,DB00690,72,DB01614$t
DB00546,DB00745,46,DB06781$t
DB01324,DB08918,54,DB09235$t
DB06739,DB09330,72,DB01607$h
DB01015,DB06412,8,DB00497$h
DB02709,DB00620,48,DB00561$h
DB06212,DB01206,72,DB09185$h
DB06144,DB00625,48,DB01216$t
DB01195,DB00889,19,DB08943$h
DB00318,DB00395,48,DB00970$t
DB08873,DB09330,72,DB04876$h
DB00854,DB00356,48,DB01211$t
DB00647,DB00273,48,DB01303$t
DB01320,DB00339,3,DB01214$t
DB09039,DB00608,72,DB02703$h
DB06144,DB00476,46,DB00906$t
DB00445,DB06739,71,DB00775$h
DB00448,DB01149,46,DB06261$t
DB01595,DB09009,48,DB01280$t
DB00682,DB05219,46,DB06696$t
DB00427,DB00470,15,DB09156$h
DB01021,DB09477,59,DB00210$t
DB00814,DB09167,46,DB09221$t
DB00690,DB01614,48,DB04786$t
DB00489,DB08918,72,DB06691$t
DB00906,DB00215,48,DB00981$h
DB00854,DB00780,48,DB08916$t
DB00420,DB00647,48,DB00998$t
DB08873,DB01601,74,DB06826$h
DB06212,DB01204,72,DB09488$t
DB00216,DB01015,46,DB00719$t
DB00203,DB00876,9,DB08911$h
DB00244,DB08880,56,DB00954$t
DB01351,DB04896,48,DB00869$h
DB00489,DB01023,48,DB00553$t
DB00613,DB00711,74,DB06691$h
DB00655,DB00201,46,DB00752$t
DB00699,DB00448,48,DB04896$h
DB04743,DB00502,48,DB05381$h
DB00736,DB00710,69,DB00998$t
DB00690,DB00633,48,DB00203$t
DB06781,DB00843,48,DB04571$h
DB01595,DB00575,48,DB00888$h
DB00647,DB01324,48,DB01233$t
DB01036,DB00619,46,DB01366$t
DB06781,DB01324,82,DB00814$h
DB09342,DB00476,48,DB00655$h
DB00296,DB00818,72,DB04552$h
DB00323,DB05246,48,DB09021$h
DB08880,DB00339,74,DB00606$h
DB00502,DB00745,46,DB00969$t
DB01463,DB00768,48,DB01046$t
DB00244,DB04552,56,DB09297$h
DB00215,DB00489,32,DB00665$h
DB08916,DB00608,72,DB01058$h
DB08880,DB01184,74,DB08905$t
DB00682,DB04911,72,DB01041$h
DB06654,DB01149,46,DB00615$t
DB01351,DB08931,59,DB01299$h
DB00244,DB00630,48,DB00956$h
DB00318,DB09048,72,DB00806$t
DB00182,DB01214,59,DB00953$h
DB00869,DB00678,46,DB11106$h
DB00736,DB02703,72,DB00493$t
DB00216,DB01463,48,DB09477$h
DB01184,DB00619,72,DB00655$h
DB01206,DB00502,46,DB00744$t
DB05381,DB08873,46,DB00459$h
DB00216,DB00976,46,DB01208$h
DB00182,DB08931,59,DB02546$h
DB02709,DB06781,48,DB01463$h
DB00956,DB01595,15,DB01591$h
DB00215,DB08918,48,DB01299$h
DB00210,DB08905,48,DB00606$h
DB01587,DB00906,48,DB00203$h
DB00216,DB00850,48,DB01214$t
DB00678,DB05219,46,DB00620$h
DB06282,DB09118,72,DB00956$t
DB00752,DB13025,48,DB00711$t
DB00889,DB01026,46,DB02703$t
DB00870,DB04743,48,DB00476$h
DB00806,DB09211,52,DB09130$t
DB01015,DB09048,72,DB01349$t
DB08916,DB00328,72,DB09215$h
DB00916,DB08933,72,DB09015$h
DB01036,DB04871,46,DB06729$t
DB08877,DB01149,72,DB01615$h
DB00843,DB06414,46,DB08800$t
DB01433,DB01021,48,DB00631$t
DB01433,DB00273,48,DB09330$t
DB01614,DB00215,48,DB09396$t
DB01236,DB00619,46,DB01175$t
DB00690,DB01026,46,DB01015$t
DB01349,DB01601,46,DB00388$t
DB01600,DB00630,48,DB00854$h
DB00615,DB00751,3,DB01611$h
DB09166,DB00625,48,DB00120$t
DB00906,DB01149,46,DB00215$t
DB00244,DB09211,69,DB00410$h
DB01175,DB00608,46,DB08930$t
DB00869,DB02703,72,DB01411$h
DB09048,DB09167,46,DB00819$h
DB00625,DB04743,74,DB01433$h
DB00699,DB01026,46,DB00877$t
DB01433,DB11106,48,DB09210$h
DB01041,DB00875,15,DB09221$h
DB00613,DB01023,72,DB01000$t
DB06654,DB01026,46,DB01161$h
DB00502,DB00273,48,DB00561$h
DB00647,DB00323,48,DB03128$h
DB00497,DB09342,48,DB09338$h
DB01601,DB01026,72,DB00250$h
DB00323,DB09118,48,DB00723$t
DB00615,DB01103,3,DB01587$h
DB00210,DB08964,69,DB06410$h
DB01000,DB06696,74,DB00870$h
DB00448,DB08880,46,DB01463$h
DB00969,DB06414,46,DB04786$t
DB13025,DB00395,48,DB06729$t
DB00870,DB06414,46,DB01614$t
DB09292,DB01041,48,DB09067$t
DB00818,DB00571,48,DB00430$t
DB00854,DB06144,48,DB00981$t
DB05294,DB01015,19,DB04743$h
DB00318,DB00906,48,DB08957$t
DB00487,DB11348,66,DB13142$h
DB08918,DB01364,84,DB06261$h
DB00318,DB01211,46,DB01303$t
DB00831,DB00296,48,DB00267$t
DB06212,DB01026,72,DB09499$t
DB01122,DB01214,53,DB00356$t
DB00990,DB09118,72,DB00080$h
DB00956,DB00402,15,DB00675$h
DB00215,DB01601,46,DB01581$t
DB00953,DB01614,48,DB11363$t
DB01320,DB00877,74,DB04865$h
DB00956,DB01236,15,DB09543$h
DB01041,DB00511,57,DB00665$t
DB00328,DB09215,48,DB13025$t
DB01195,DB00976,19,DB01023$h
DB08880,DB00502,48,DB01606$h
DB00346,DB09477,59,DB09143$t
DB00608,DB01601,46,DB00339$t
DB00615,DB01349,3,DB08798$h
DB06781,DB01609,48,DB01028$t
DB00678,DB00877,46,DB00956$t
DB00680,DB01175,48,DB06654$t
DB06696,DB00328,71,DB01191$h
DB08916,DB00915,72,DB00561$t
DB00953,DB00889,63,DB09167$t
DB01036,DB12278,48,DB09021$h
DB00615,DB00402,3,DB01131$h
DB00906,DB08873,46,DB00806$t
DB01236,DB00633,48,DB06414$t
DB01214,DB00814,36,DB05219$t
DB00215,DB01211,46,DB01199$h
DB00356,DB04896,48,DB01324$h
DB01595,DB09342,48,DB00806$h
DB00328,DB01026,46,DB08828$t
DB00956,DB01320,15,DB01601$h
DB00854,DB01463,48,DB00630$t
DB00518,DB08873,46,DB06193$t
DB00514,DB00420,46,DB01301$h
DB01320,DB04844,48,DB06217$t
DB01195,DB00502,19,DB00710$h
DB04871,DB00889,63,DB00415$t
DB00459,DB00890,69,DB08880$t
DB06781,DB08873,72,DB09125$h
DB09166,DB01149,72,DB01028$t
DB00915,DB00850,69,DB00628$t
DB00615,DB00184,3,DB00947$h
DB00615,DB00843,3,DB11106$h
DB01081,DB00323,48,DB00346$h
DB00296,DB02703,72,DB00441$h
DB00647,DB08933,72,DB01268$t
DB01131,DB01026,46,DB11560$t
DB09292,DB00554,48,DB09555$t
DB04871,DB01026,46,DB00459$t
DB01081,DB09338,48,DB08828$h
DB00296,DB00273,48,DB09143$h
DB00182,DB08802,75,DB09015$h
DB13872,DB00625,48,DB01211$t
DB00806,DB00876,59,DB01339$h
DB01206,DB09039,46,DB00459$t
DB01595,DB13025,48,DB09235$h
DB01567,DB09009,48,DB09018$h
DB00210,DB06781,48,DB00916$t
DB09292,DB00814,48,DB00976$t
DB01595,DB09048,72,DB01581$h
DB00806,DB00869,59,DB09069$t
DB00182,DB00321,22,DB00710$h
DB01339,DB00470,84,DB00768$h
DB00323,DB01320,48,DB09462$t
DB00489,DB01236,19,DB06193$t
DB00818,DB00427,48,DB09167$t
DB03128,DB00476,46,DB00891$t
DB01324,DB06826,59,DB06261$t
DB00768,DB00487,26,DB13872$t
DB00876,DB00244,48,DB08798$t
DB00647,DB01587,48,DB01206$h
DB01028,DB06144,48,DB00493$h
DB00244,DB01021,69,DB11699$h
DB00631,DB00323,48,DB06654$h
DB00843,DB00420,46,DB11596$t
DB00953,DB08918,48,DB01607$t
DB08916,DB01026,72,DB06217$h
DB00690,DB06144,48,DB01208$t
DB00615,DB00745,3,DB00719$h
DB00699,DB09039,46,DB00392$t
DB01259,DB00745,46,DB08873$h
DB00384,DB02709,36,DB09278$t
DB00699,DB01211,48,DB04743$h
DB08877,DB00489,53,DB02701$t
DB00682,DB01326,5,DB00890$h
DB00318,DB00625,48,DB01103$h
DB00969,DB00201,46,DB01591$t
DB00318,DB06282,48,DB06739$h
DB00470,DB02703,72,DB01141$h
DB00744,DB08873,46,DB09125$t
DB09166,DB08918,48,DB00647$h
DB00346,DB00678,59,DB04786$t
DB01131,DB00250,48,DB00178$t
DB00511,DB01211,72,DB01236$h
DB00575,DB09039,46,DB00351$t
DB04743,DB01211,46,DB09235$t
DB00514,DB08880,46,DB00182$t
DB00699,DB08882,48,DB08800$t
DB09555,DB04871,46,DB01433$t
DB00647,DB13025,48,DB09221$h
DB00981,DB01199,69,DB01606$t
DB11348,DB01021,71,DB00744$h
DB06217,DB00752,46,DB00441$h
DB04871,DB01615,48,DB00627$h
DB08880,DB00571,74,DB08911$h
DB00615,DB06212,74,DB08918$h
DB00470,DB01211,72,DB00273$t
DB04896,DB11699,63,DB09147$t
DB00628,DB00270,46,DB01211$h
DB00647,DB00976,46,DB00719$h
DB00675,DB05219,46,DB00850$t
DB00502,DB00647,48,DB01600$t
DB00633,DB00321,36,DB00553$t
DB00427,DB00768,48,DB00427$t
DB09292,DB00571,48,DB09462$h
DB00554,DB01015,46,DB09267$t
DB00870,DB01324,69,DB02546$t
DB00625,DB00619,46,DB01204$t
DB00203,DB09330,72,DB09543$h
DB01433,DB01325,48,DB00489$t
DB01615,DB09342,48,DB09342$h
DB06414,DB00619,46,DB00665$t
DB01015,DB01026,46,DB01331$t
DB02709,DB06739,48,DB01592$t
DB00647,DB09338,48,DB01081$t
DB01028,DB06414,46,DB01326$t
DB00395,DB00906,48,DB00832$t
DB01211,DB02703,72,DB01567$h
DB09267,DB01208,74,DB08889$h
DB00752,DB05246,48,DB08889$h
DB04552,DB00502,48,DB00514$h
DB04896,DB01364,84,DB00430$t
DB01085,DB00619,46,DB09185$t
DB08880,DB01046,69,DB09221$t
DB00875,DB01028,48,DB00236$h
DB01591,DB00619,46,DB01093$t
DB00625,DB09118,72,DB00916$t
DB00571,DB00925,59,DB00608$h
DB00678,DB00925,59,DB09342$t
DB09147,DB01208,74,DB00710$t
DB09477,DB00554,48,DB09039$t
DB00925,DB01214,59,DB01191$h
DB00402,DB01026,46,DB01366$t
DB01320,DB11560,3,DB01023$h
DB01041,DB00807,15,DB00388$h
DB00768,DB04552,48,DB00889$h
DB00514,DB00998,48,DB09067$h
DB01041,DB01615,15,DB01299$h
DB00752,DB01162,48,DB01205$t
DB09039,DB08871,19,DB00184$h
DB00420,DB01015,19,DB01366$t
DB01595,DB01026,46,DB00561$t
DB00633,DB01587,48,DB05381$h
DB01433,DB09118,48,DB05294$t
DB00546,DB01149,46,DB05219$t
DB00990,DB08933,72,DB04911$t
DB00633,DB00323,48,DB00819$h
DB00768,DB00655,48,DB01214$h
DB13025,DB00323,48,DB00678$h
DB09166,DB05246,48,DB00448$t
DB01259,DB01023,46,DB01147$h
DB00572,DB00318,48,DB01553$h
DB01184,DB01268,19,DB11596$t
DB00244,DB00768,56,DB00711$h
DB00420,DB00675,10,DB04552$t
DB00628,DB00818,48,DB01609$t
DB01184,DB02703,72,DB00832$t
DB01325,DB01339,72,DB09223$h
DB00869,DB01214,59,DB04743$h
DB00675,DB00273,46,DB06691$t
DB01058,DB00625,46,DB01329$t
DB01595,DB00273,48,DB01026$t
DB00751,DB00244,69,DB09015$t
DB00682,DB00976,46,DB01268$t
DB00210,DB00502,48,DB01028$h
DB01349,DB04552,48,DB00415$t
DB00615,DB08877,3,DB00631$h
DB06739,DB01208,26,DB00803$t
DB00850,DB01015,46,DB00976$h
DB00620,DB01601,46,DB09041$t
DB00323,DB00780,48,DB01093$h
DB00751,DB00608,46,DB00807$t
DB01587,DB06282,48,DB06412$h
DB04871,DB01463,48,DB00970$h
DB01023,DB08931,48,DB01042$h
DB01204,DB06210,72,DB08933$t
DB00384,DB00678,48,DB01019$h
DB00608,DB00270,19,DB00120$h
DB01028,DB08933,72,DB00561$t
DB00870,DB04552,48,DB00459$h
DB08918,DB01211,72,DB04871$h
DB06201,DB00273,48,DB00445$t
DB00976,DB00420,19,DB01339$t
DB00318,DB01021,48,DB01161$h
DB00395,DB00427,48,DB06210$t
DB00613,DB08880,72,DB08930$t
DB00690,DB08918,48,DB04743$h
DB06201,DB01463,48,DB03128$h
DB01320,DB00304,69,DB08828$t
DB04552,DB00710,48,DB00627$h
DB00497,DB01614,48,DB00682$t
DB05294,DB01236,19,DB01216$h
DB01320,DB05294,74,DB06781$h
DB04896,DB00633,84,DB00763$t
DB00476,DB00318,69,DB01299$h
DB00854,DB00752,48,DB06217$h
DB05381,DB01601,46,DB08930$t
DB01015,DB01601,46,DB01583$t
DB00489,DB00744,36,DB01195$h
DB06201,DB00906,48,DB09221$h
DB11560,DB00678,46,DB01406$t
DB08880,DB01021,69,DB00236$t
DB00388,DB00780,70,DB01211$h
DB00969,DB09118,72,DB00497$t
DB00736,DB08873,46,DB00577$t
DB00619,DB01601,72,DB00981$t
DB01041,DB01149,48,DB06781$h
DB04871,DB02703,72,DB00718$h
DB00780,DB00489,48,DB06819$t
DB01595,DB01601,46,DB08943$t
DB01259,DB00273,46,DB08930$t
DB01028,DB00201,46,DB01299$t
DB08918,DB01081,63,DB00080$h
DB01036,DB01433,48,DB01233$h
DB01081,DB05246,48,DB01000$t
DB06739,DB00270,46,DB01438$t
DB01320,DB04871,3,DB06261$h
DB09143,DB09048,72,DB09130$h
DB00631,DB00780,48,DB13873$h
DB00647,DB00619,46,DB00954$t
DB00571,DB00511,53,DB09215$h
DB13142,DB01021,71,DB06144$h
DB01591,DB12278,48,DB13142$t
DB00876,DB01600,48,DB01046$h
DB08916,DB00875,72,DB00832$t
DB00441,DB00511,57,DB00321$t
DB00571,DB00768,36,DB00445$t
DB00854,DB11106,48,DB00203$t
DB01615,DB00356,48,DB08802$t
DB00571,DB00476,29,DB09278$t
DB00990,DB01026,46,DB05246$t
DB06739,DB00630,48,DB01022$h
DB00615,DB00497,3,DB00577$h
DB00210,DB00710,48,DB00690$t
DB00647,DB01463,48,DB08882$h
DB00608,DB08933,72,DB02709$h
DB06654,DB00203,46,DB09185$t
DB01015,DB00476,8,DB09041$h
DB00906,DB08918,48,DB06826$t
DB09396,DB00203,46,DB00916$t
DB06826,DB08931,59,DB00891$t
DB00203,DB09048,72,DB06739$t
DB01204,DB00184,46,DB00215$t
DB00346,DB01364,4,DB00445$t
DB00608,DB05219,46,DB09210$t
DB00699,DB01369,48,DB06410$t
DB00244,DB00608,56,DB09124$h
DB00554,DB00710,48,DB00711$h
DB00554,DB05219,46,DB00392$t
DB00502,DB00395,48,DB09021$h
DB00613,DB06729,72,DB08828$h
DB01268,DB08933,72,DB01233$h
DB00244,DB00655,48,DB04911$t
DB00296,DB01214,48,DB11596$t
DB01325,DB00572,72,DB08873$h
DB00388,DB01366,48,DB08882$t
DB00682,DB01583,5,DB00850$h
DB00178,DB06414,74,DB00877$h
DB00678,DB08933,72,DB00210$h
DB00682,DB00448,72,DB00763$h
DB00675,DB09048,72,DB01610$h
DB04844,DB00875,48,DB08882$h
DB00633,DB01614,48,DB01019$t
DB09211,DB00775,48,DB08798$t
DB00870,DB06739,48,DB00356$t
DB00916,DB00270,46,DB00763$h
DB01320,DB00745,3,DB01567$h
DB00752,DB01175,48,DB02701$h
DB01122,DB01036,69,DB01208$t
DB09223,DB00915,69,DB01236$h
DB01199,DB03128,48,DB08889$t
DB00818,DB00273,48,DB06654$h
DB01199,DB00854,48,DB04896$t
DB06144,DB00470,15,DB11363$t
DB04896,DB01463,48,DB00456$h
DB01161,DB01320,48,DB09330$h
DB08916,DB00502,72,DB01000$t
DB01081,DB01219,48,DB00182$t
DB00502,DB00916,19,DB06152$h
DB00625,DB01026,74,DB01601$h
DB01028,DB09166,48,DB04552$h
DB00768,DB08873,46,DB00459$t
DB09241,DB01366,48,DB01206$h
DB00546,DB06414,46,DB00711$t
DB01028,DB00323,48,DB01205$t
DB00831,DB06282,48,DB02709$t
DB00690,DB04844,48,DB00203$t
DB01615,DB09009,48,DB01364$h
DB00690,DB13872,48,DB09125$t
DB00620,DB01149,46,DB00432$t
DB09009,DB00470,15,DB01349$t
DB01236,DB00876,48,DB00869$h
DB01162,DB00751,4,DB00575$h
DB00818,DB01601,46,DB01438$h
DB00690,DB01236,48,DB01103$t
DB00744,DB01015,46,DB06691$t
DB00752,DB00384,48,DB01081$t
DB00875,DB09039,32,DB00432$h
DB01349,DB00244,48,DB00889$h
DB08943,DB01023,48,DB00889$h
DB01320,DB01567,72,DB00617$t
DB00497,DB00476,46,DB09143$t
DB00476,DB00841,84,DB01567$h
DB00620,DB00843,48,DB05219$t
DB06282,DB00470,15,DB00459$h
DB01184,DB02546,19,DB06412$h
DB00182,DB00723,48,DB09477$t
DB00628,DB00470,15,DB09278$t
DB01081,DB09342,48,DB00304$h
DB01081,DB00752,48,DB01553$h
DB00775,DB00751,5,DB00970$h
DB00402,DB01587,48,DB01141$h
DB01081,DB04844,48,DB08905$t
DB01259,DB08933,72,DB00803$h
DB08880,DB00620,48,DB00718$h
DB00831,DB00273,48,DB05294$h
DB00843,DB00203,46,DB01046$t
DB06654,DB08873,46,DB09278$t
DB06696,DB04552,71,DB00806$t
DB01161,DB00476,48,DB01141$t
DB09330,DB00953,74,DB00487$h
DB00850,DB00608,72,DB00296$t
DB00682,DB00916,72,DB00718$h
DB01036,DB09330,72,DB01204$t
DB01268,DB08882,8,DB01208$h
DB00356,DB00470,15,DB01036$t
DB01103,DB01149,46,DB00427$t
DB00877,DB08873,72,DB01609$t
DB01161,DB01149,48,DB01331$h
DB00392,DB00273,48,DB00518$t
