Drug1_ID,Drug2_ID,Y,Neg samples
DB01100,DB00409,48,DB01129$h
DB09288,DB11921,48,DB09270$t
DB01551,DB01178,48,DB00377$h
DB01201,DB12161,3,DB06771$h
DB00694,DB00179,71,DB05109$h
DB01100,DB09074,72,DB00242$t
DB00397,DB01577,48,DB01061$h
DB00524,DB00657,48,DB09101$t
DB13595,DB08912,74,DB01243$t
DB01267,DB01501,48,DB01602$h
DB00622,DB09065,72,DB11135$h
DB00361,DB00482,46,DB00591$t
DB00963,DB13158,48,DB00254$h
DB08970,DB01420,73,DB01415$t
DB00559,DB00932,74,DB06700$h
DB00264,DB01089,59,DB00673$h
DB01247,DB01240,59,DB01111$t
DB06684,DB00363,46,DB00595$t
DB00422,DB04868,46,DB01333$h
DB00404,DB01118,46,DB00115$t
DB08899,DB01410,74,DB00734$h
DB00661,DB00503,46,DB01074$t
DB01151,DB00188,46,DB00741$t
DB00312,DB00313,72,DB00541$h
DB06016,DB04855,46,DB06288$h
DB01297,DB00185,48,DB01050$t
DB00165,DB01355,3,DB00952$h
DB01192,DB01264,72,DB00288$t
DB00997,DB00188,46,DB01355$t
DB00537,DB00207,19,DB08815$h
DB00443,DB06710,73,DB00499$t
DB01626,DB00335,59,DB09232$t
DB04573,DB06695,74,DB00986$t
DB00312,DB01072,3,DB00629$h
DB00708,DB01466,48,DB01238$t
DB01222,DB01263,72,DB00334$h
DB01159,DB00705,46,DB01059$h
DB00794,DB00862,3,DB00501$h
DB01248,DB06290,72,DB09042$h
DB09275,DB06695,74,DB06147$t
DB00252,DB03793,72,DB06700$t
DB00468,DB11362,59,DB00750$t
DB08815,DB00227,72,DB00525$h
DB01167,DB09238,48,DB01333$t
DB00465,DB00936,48,DB06695$t
DB00391,DB00557,15,DB01284$h
DB00370,DB00722,72,DB09300$t
DB01224,DB01264,72,DB01421$h
DB00883,DB00834,72,DB00494$h
DB00421,DB00963,36,DB00471$h
DB00390,DB00582,46,DB08910$t
DB00547,DB00999,82,DB06263$h
DB09068,DB00593,48,DB04842$t
DB00344,DB00722,72,DB06766$h
DB00641,DB00898,72,DB00426$t
DB00324,DB00283,46,DB00371$t
DB01156,DB01589,72,DB00867$h
DB00645,DB01159,48,DB00704$h
DB06616,DB00604,72,DB00364$h
DB00326,DB00279,69,DB00802$h
DB08864,DB00588,72,DB09101$h
DB00436,DB01252,69,DB00997$t
DB00804,DB00670,48,DB00350$h
DB00238,DB00835,3,DB01263$h
DB01337,DB00798,39,DB06262$t
DB08903,DB00753,19,DB02638$h
DB05271,DB01037,48,DB01089$h
DB00661,DB09238,46,DB00556$t
DB00320,DB00691,72,DB01246$t
DB06690,DB01002,48,DB00367$t
DB00568,DB00496,46,DB08932$t
DB01282,DB09236,48,DB06711$h
DB01580,DB01210,48,DB06697$h
DB01198,DB01232,72,DB08941$h
DB00668,DB00458,36,DB00271$h
DB11093,DB01427,69,DB00604$t
DB01221,DB00950,48,DB01061$t
DB06589,DB09083,19,DB09042$t
DB09282,DB00519,59,DB01071$t
DB00248,DB05521,46,DB06401$t
DB00371,DB09286,48,DB00460$h
DB00726,DB00338,46,DB01588$h
DB00922,DB00484,48,DB00677$h
DB01124,DB00827,8,DB00458$h
DB00483,DB01295,53,DB00494$t
DB01466,DB00715,46,DB00376$t
DB01437,DB00555,48,DB01229$t
DB01348,DB00179,48,DB06616$t
DB12332,DB08881,72,DB00787$t
DB00543,DB00950,48,DB11093$h
DB00798,DB00972,71,DB00698$h
DB00277,DB09120,46,DB09038$t
DB00248,DB00703,48,DB09008$t
DB09232,DB00486,48,DB00910$t
DB04898,DB00788,5,DB00309$h
DB00741,DB08804,73,DB09274$t
DB00468,DB00834,72,DB08967$h
DB04920,DB01235,29,DB04839$h
DB01223,DB08881,72,DB01043$t
DB00246,DB00726,19,DB08806$t
DB00474,DB00241,48,DB01384$h
DB01588,DB09085,48,DB06636$t
DB00494,DB01202,48,DB00104$t
DB01250,DB00685,26,DB09055$t
DB06710,DB01263,46,DB09209$t
DB00417,DB09268,69,DB09102$h
DB00231,DB09072,15,DB01177$t
DB00243,DB00908,72,DB09352$h
DB00381,DB00320,46,DB00177$t
DB01067,DB01072,46,DB09008$h
DB00679,DB00393,48,DB01164$t
DB01224,DB01267,48,DB08974$h
DB00324,DB00977,72,DB01135$h
DB00714,DB00614,46,DB00181$t
DB00231,DB01563,48,DB00258$t
DB00945,DB00749,48,DB01423$t
DB00227,DB01197,72,DB01124$t
DB01435,DB08820,72,DB00271$t
DB09099,DB01154,48,DB00540$t
DB00301,DB01421,74,DB00158$h
DB00347,DB01129,46,DB09101$t
DB09085,DB00557,15,DB00412$t
DB06154,DB00749,5,DB00475$h
DB00370,DB09065,72,DB00437$h
DB01242,DB00486,15,DB00764$h
DB06402,DB00285,19,DB06213$t
DB01437,DB00341,48,DB01244$h
DB00474,DB01202,48,DB08822$h
DB01220,DB00796,72,DB06211$t
DB06196,DB00896,48,DB00911$h
DB01624,DB00593,48,DB00595$t
DB01224,DB04953,19,DB00501$h
DB09076,DB00285,46,DB00226$t
DB00584,DB05521,46,DB06637$h
DB01047,DB01420,73,DB01267$h
DB01551,DB06290,72,DB11828$t
DB00490,DB01159,48,DB00687$h
DB00734,DB00961,48,DB00444$t
DB09280,DB13179,3,DB00966$h
DB09117,DB08883,15,DB09094$h
DB00648,DB00829,74,DB00944$t
DB00904,DB01001,19,DB00602$h
DB00253,DB00783,72,DB00962$h
DB01120,DB00224,46,DB00512$t
DB01264,DB06713,74,DB00491$t
DB00294,DB09075,69,DB01378$t
DB00248,DB01764,48,DB11660$h
DB06237,DB01275,9,DB00837$h
DB00865,DB00252,74,DB00660$h
DB12532,DB01501,48,DB00884$t
DB01416,DB01032,72,DB00604$h
DB00648,DB09061,74,DB00350$h
DB00679,DB00750,48,DB01626$h
DB05541,DB01101,46,DB00672$t
DB01002,DB04948,48,DB06268$t
DB00370,DB00228,15,DB00800$h
DB01275,DB00795,36,DB09060$t
DB00728,DB00452,39,DB09047$h
DB01200,DB09128,48,DB01240$h
DB00829,DB01086,48,DB00884$h
DB00582,DB06290,72,DB09204$h
DB01621,DB00224,46,DB01620$h
DB06263,DB00179,71,DB00696$h
DB00757,DB00743,19,DB00247$h
DB01426,DB01118,19,DB00559$t
DB00677,DB01357,74,DB03754$h
DB01253,DB01190,48,DB01024$h
DB00177,DB00964,48,DB11136$t
DB01037,DB12332,46,DB01613$h
DB00226,DB06403,59,DB00035$t
DB00997,DB00501,46,DB01232$h
DB00527,DB00344,48,DB00169$t
DB04930,DB00188,46,DB00679$t
DB00835,DB08883,15,DB01075$t
DB01192,DB06690,48,DB01012$h
DB00264,DB01180,59,DB11989$h
DB00862,DB01018,9,DB06786$h
DB00808,DB02638,59,DB04854$h
DB01422,DB09216,48,DB01142$h
DB01201,DB11730,74,DB06738$h
DB01104,DB01452,63,DB00385$t
DB01168,DB06216,48,DB01396$h
DB01174,DB00845,3,DB00928$h
DB01171,DB01408,48,DB01201$h
DB00543,DB09076,69,DB00887$t
DB00091,DB00691,72,DB01203$t
DB00968,DB01240,59,DB11581$h
DB00897,DB08883,15,DB00820$h
DB01037,DB00333,48,DB01053$h
DB00547,DB00255,72,DB00295$t
DB08984,DB00654,69,DB00503$h
DB01104,DB01232,46,DB09295$t
DB00784,DB09216,48,DB09225$h
DB09280,DB06216,3,DB01395$h
DB00477,DB01558,48,DB11156$h
DB00564,DB00838,74,DB00939$t
DB01340,DB13167,48,DB00423$t
DB00863,DB06290,46,DB00279$t
DB00820,DB06207,59,DB06710$t
DB00425,DB00933,15,DB01627$t
DB01067,DB01319,46,DB00792$h
DB00193,DB00880,48,DB06663$t
DB09084,DB13783,48,DB00755$h
DB01708,DB01137,48,DB11915$t
DB00333,DB00924,48,DB00568$t
DB04572,DB00227,46,DB00698$h
DB00963,DB00588,48,DB00879$h
DB00175,DB13874,72,DB00991$t
DB01071,DB00622,46,DB00380$t
DB01071,DB00409,81,DB11633$h
DB06695,DB09084,5,DB09204$h
DB01165,DB00285,19,DB01120$h
DB09083,DB12332,72,DB00552$h
DB09279,DB00742,48,DB00799$t
DB00683,DB08883,15,DB01256$t
DB01124,DB00419,8,DB01048$h
DB00983,DB00232,82,DB01154$t
DB00912,DB00758,72,DB00933$t
DB01250,DB09288,56,DB00227$t
DB05351,DB00622,46,DB04845$h
DB01030,DB00305,72,DB01090$h
DB00679,DB08865,19,DB08907$t
DB11362,DB01167,46,DB06707$h
DB00967,DB09290,38,DB06690$t
DB06207,DB01054,72,DB00232$h
DB01367,DB00883,48,DB01227$h
DB00312,DB01409,3,DB00800$h
DB01590,DB00602,72,DB00963$t
DB00340,DB00921,48,DB13595$h
DB00264,DB01273,48,DB04794$t
DB00337,DB06603,48,DB08974$h
DB04272,DB06802,5,DB06403$t
DB00363,DB00880,48,DB00425$t
DB00530,DB00283,46,DB08947$h
DB00782,DB06148,1,DB13179$h
DB00796,DB00310,55,DB00248$h
DB08912,DB00475,74,DB01166$h
DB01030,DB01086,72,DB00319$t
DB00521,DB00887,48,DB09343$t
DB00333,DB08893,19,DB09536$t
DB00924,DB00967,48,DB00500$t
DB00908,DB01062,48,DB00500$h
DB00370,DB09220,59,DB01295$h
DB08816,DB00176,46,DB06820$t
DB00223,DB01232,72,DB00935$h
DB00794,DB00496,3,DB00338$h
DB00679,DB01628,72,DB08804$t
DB06203,DB00199,46,DB00989$t
DB00945,DB00180,48,DB06699$t
DB00704,DB01227,69,DB11915$h
DB06770,DB01080,48,DB01144$h
DB01088,DB00883,48,DB00313$t
DB00972,DB08971,48,DB00229$t
DB01356,DB08987,48,DB01586$h
DB00252,DB00813,74,DB04898$t
DB01181,DB00622,46,DB05676$t
DB00601,DB00206,48,DB00486$t
DB04574,DB08820,72,DB00677$h
DB09244,DB00924,63,DB04794$t
DB09053,DB00622,72,DB00350$h
DB00914,DB00176,46,DB01321$h
DB00599,DB01086,48,DB00368$h
DB09216,DB00253,48,DB00944$t
DB08865,DB01155,19,DB02959$h
DB01201,DB00793,72,DB00861$h
DB00541,DB06717,72,DB08984$h
DB06725,DB00917,69,DB01158$h
DB06717,DB09123,74,DB06795$h
DB00248,DB00370,48,DB01066$h
DB09085,DB01242,48,DB12161$h
DB01394,DB00864,72,DB04576$h
DB00683,DB01588,48,DB01243$t
DB00892,DB01018,48,DB00399$t
DB00912,DB00091,72,DB00520$h
DB00743,DB00104,19,DB00589$t
DB06716,DB01104,48,DB11581$h
DB01222,DB01137,48,DB06204$h
DB00246,DB09082,19,DB01224$t
DB00204,DB00227,72,DB01598$t
DB00696,DB00373,24,DB02300$t
DB00753,DB00758,46,DB01501$t
DB01380,DB06710,73,DB01089$t
DB01060,DB00176,46,DB01603$h
DB00679,DB01177,72,DB00542$t
DB06616,DB00370,72,DB00413$h
DB09273,DB01627,72,DB01073$t
DB00795,DB06737,48,DB09244$h
DB00486,DB04920,48,DB08867$h
DB09065,DB01357,74,DB01044$h
DB09075,DB01200,72,DB00369$h
DB11921,DB00343,46,DB09265$h
DB08865,DB00208,46,DB00205$t
DB00433,DB08922,48,DB01436$t
DB08971,DB00220,72,DB01618$h
DB09063,DB04953,19,DB00417$t
DB00839,DB00636,8,DB00006$h
DB00226,DB00905,59,DB01365$t
DB01367,DB00679,48,DB08827$t
DB00697,DB09026,48,DB01424$h
DB01142,DB09245,63,DB01620$h
DB00373,DB04951,36,DB01221$t
DB05260,DB01097,48,DB09570$h
DB00569,DB00163,5,DB03754$h
DB00880,DB00412,69,DB04841$t
DB11581,DB00220,46,DB00871$h
DB00312,DB01179,3,DB00398$h
DB01166,DB04855,72,DB01164$h
DB01227,DB01588,48,DB00254$h
DB01188,DB00528,48,DB09238$h
DB01289,DB08808,8,DB00621$t
DB00285,DB00206,48,DB01261$h
DB04854,DB00277,76,DB00391$t
DB12598,DB01397,5,DB09256$h
DB00809,DB00219,48,DB01057$h
DB01002,DB06636,46,DB00443$t
DB00317,DB00188,46,DB00701$t
DB00784,DB00873,48,DB06702$h
DB11126,DB00568,69,DB09030$h
DB00179,DB00972,48,DB01073$t
DB00937,DB09286,60,DB06817$h
DB00408,DB00490,48,DB00829$h
DB00241,DB09071,48,DB00712$h
DB06207,DB08874,72,DB11730$h
DB00508,DB09071,48,DB04951$t
DB00772,DB01062,69,DB01089$h
DB01182,DB00582,72,DB00988$t
DB00988,DB00313,46,DB06769$h
DB00418,DB00310,29,DB00485$h
DB09083,DB00604,19,DB00391$t
DB01242,DB00673,72,DB01053$h
DB00975,DB08954,5,DB08797$t
DB00753,DB13323,48,DB01124$t
DB00266,DB00586,5,DB00811$t
DB09242,DB00697,48,DB01580$t
DB00418,DB00892,48,DB00231$t
DB00944,DB00387,69,DB04967$t
DB00191,DB01370,71,DB09269$h
DB12161,DB09054,46,DB00417$h
DB01115,DB00289,46,DB01579$t
DB00857,DB09231,48,DB08804$h
DB00836,DB00951,46,DB00247$t
DB00363,DB00645,48,DB06268$h
DB00905,DB04861,59,DB00211$t
DB00496,DB00482,46,DB00189$h
DB01628,DB00932,46,DB11581$t
DB08896,DB04855,46,DB00734$t
DB06697,DB00213,46,DB00219$t
DB00223,DB01185,73,DB00443$t
DB00549,DB00289,46,DB00797$t
DB00180,DB00358,48,DB00274$h
DB00887,DB01144,48,DB09295$t
DB06772,DB00320,46,DB00461$h
DB06772,DB09244,48,DB00530$h
DB06716,DB00949,48,DB01099$h
DB01062,DB06148,1,DB04398$t
DB01197,DB00224,46,DB00458$t
DB06288,DB00737,48,DB00343$h
DB01224,DB08987,48,DB01249$t
DB00849,DB00524,29,DB06738$t
DB00852,DB01075,46,DB00740$t
DB00275,DB00887,48,DB08806$t
DB01173,DB08820,72,DB01260$h
DB01283,DB00999,69,DB09183$t
DB01133,DB00385,23,DB00150$h
DB00722,DB01203,48,DB06595$h
DB00193,DB01215,48,DB13878$t
DB00326,DB02300,48,DB09082$t
DB00881,DB01090,59,DB01319$t
DB00327,DB00343,46,DB00657$t
DB09078,DB00227,46,DB06704$t
DB01166,DB06268,72,DB00897$h
DB00873,DB01072,72,DB00449$t
DB00706,DB06711,4,DB12598$h
DB00409,DB00934,48,DB00364$h
DB00881,DB00812,48,DB09209$t
DB00867,DB00871,48,DB01121$t
DB09082,DB09073,72,DB01158$h
DB01359,DB01396,53,DB06402$t
DB00334,DB00714,69,DB01014$t
DB00307,DB01395,74,DB00674$h
DB01024,DB00294,74,DB00433$h
DB01229,DB00552,48,DB00793$t
DB00559,DB01118,72,DB09323$h
DB00312,DB00703,59,DB00543$t
DB00298,DB09071,48,DB06723$t
DB00542,DB00454,48,DB00150$t
DB00261,DB00582,19,DB00364$h
DB00179,DB03585,48,DB06176$h
DB04794,DB00900,66,DB00742$h
DB01394,DB01254,72,DB06209$t
DB08860,DB01124,46,DB01414$t
DB00651,DB00389,72,DB01602$t
DB01068,DB00224,46,DB00338$t
DB03793,DB00393,48,DB00349$t
DB00263,DB01623,19,DB11156$t
DB01435,DB01263,46,DB09083$t
DB00374,DB00795,48,DB01010$t
DB00712,DB00180,48,DB09014$h
DB00217,DB00195,24,DB03796$t
DB01297,DB00482,36,DB00833$t
DB00349,DB06413,46,DB01222$t
DB00648,DB09030,74,DB00202$h
DB00881,DB01196,74,DB09212$h
DB04572,DB00220,46,DB01327$t
DB01201,DB12001,74,DB08976$t
DB00278,DB09212,5,DB00488$h
DB01088,DB00966,59,DB11943$t
DB06237,DB00722,9,DB01229$h
DB00601,DB00757,63,DB00773$h
DB08881,DB09389,74,DB01060$h
DB00556,DB00334,19,DB01370$h
DB01397,DB00324,48,DB06810$h
DB04868,DB00176,46,DB01051$h
DB01244,DB00753,48,DB06211$t
DB00433,DB01618,48,DB01415$h
DB00537,DB00370,19,DB00599$t
DB04839,DB01075,74,DB00465$h
DB01551,DB01168,48,DB04845$h
DB06730,DB12598,69,DB00898$h
DB00474,DB06770,48,DB01255$t
DB01186,DB00468,48,DB00581$h
DB06292,DB00440,46,DB00958$t
DB01435,DB00846,48,DB00258$h
DB00436,DB04878,69,DB08820$t
DB01221,DB04842,48,DB05265$h
DB00657,DB00813,48,DB04908$h
DB09068,DB13323,48,DB08903$t
DB00694,DB09084,71,DB11135$t
DB00903,DB01275,48,DB00793$t
DB01129,DB05521,46,DB01067$t
DB00980,DB09063,72,DB08819$t
DB00316,DB00169,46,DB00381$t
DB01045,DB00701,3,DB06730$h
DB00433,DB01370,66,DB01160$t
DB00594,DB08797,36,DB09209$t
DB00788,DB01050,48,DB01431$h
DB01403,DB00656,15,DB00152$h
DB00433,DB09224,48,DB00973$t
DB00808,DB00462,72,DB01248$t
DB06267,DB01244,9,DB04398$h
DB00468,DB00446,46,DB09225$t
DB09053,DB00503,72,DB09123$h
DB06723,DB00422,17,DB00610$t
DB00599,DB09112,59,DB01176$h
DB00358,DB00866,53,DB00584$h
DB01014,DB00795,56,DB00385$h
DB00563,DB01435,72,DB00950$t
DB00559,DB04861,59,DB08958$t
DB01186,DB00959,48,DB00104$h
DB06795,DB00750,48,DB06663$h
DB09280,DB00501,74,DB08824$h
DB06216,DB06702,76,DB06287$t
DB09280,DB06636,10,DB00153$h
DB09227,DB01018,48,DB01202$t
DB00935,DB00601,70,DB08860$t
DB01020,DB06717,72,DB11256$t
DB01390,DB00443,2,DB00483$h
DB00584,DB04574,74,DB00624$h
DB06711,DB00373,24,DB00199$t
DB01053,DB00798,74,DB00235$t
DB09281,DB00317,74,DB00622$t
DB00882,DB04938,48,DB00882$t
DB01009,DB00287,69,DB09049$h
DB00240,DB00805,48,DB00973$h
DB00283,DB06702,76,DB06480$t
DB06263,DB00936,71,DB00528$t
DB08987,DB13323,48,DB00612$h
DB00808,DB01580,59,DB01295$h
DB01340,DB09238,59,DB11737$t
DB00335,DB00401,48,DB00618$t
DB01608,DB06723,66,DB00548$t
DB09281,DB00492,74,DB12364$t
DB00639,DB00884,48,DB00979$h
DB08881,DB00309,74,DB00517$t
DB00962,DB01154,48,DB00446$t
DB01605,DB00798,74,DB00635$h
DB00598,DB00411,48,DB01234$h
DB00327,DB00801,48,DB01151$h
DB01628,DB00896,48,DB06702$t
DB01174,DB09198,46,DB04861$t
DB01224,DB00557,15,DB00761$t
DB00327,DB00366,15,DB12267$h
DB00264,DB01628,72,DB00589$t
DB08938,DB00253,2,DB09273$h
DB01155,DB01024,74,DB00241$h
DB00283,DB06204,15,DB00934$t
DB08899,DB01130,74,DB06694$h
DB00433,DB00263,46,DB00922$t
DB00189,DB00298,48,DB00873$t
DB01086,DB01069,48,DB00240$t
DB09128,DB01075,72,DB00774$t
DB00474,DB00232,29,DB06288$t
DB00724,DB05812,72,DB01159$t
DB00892,DB01239,48,DB00338$t
DB00426,DB06636,46,DB00955$t
DB00477,DB00951,46,DB12070$t
DB00278,DB00220,46,DB00851$h
DB00238,DB01393,3,DB09449$h
DB00555,DB00450,15,DB06736$t
DB00508,DB01018,48,DB09343$t
DB01418,DB00569,5,DB08922$h
DB00243,DB00863,72,DB05271$t
DB00521,DB01408,13,DB01244$t
DB00705,DB06717,72,DB08807$h
DB00312,DB00983,3,DB00419$h
DB01242,DB01001,48,DB01551$t
DB00465,DB06725,48,DB00475$h
DB00949,DB01151,48,DB11633$t
DB01297,DB01050,36,DB01245$h
DB13158,DB01232,72,DB00623$h
DB09282,DB00212,59,DB01283$t
DB00771,DB06700,48,DB00629$h
DB09183,DB06636,46,DB01370$t
DB00556,DB00697,19,DB00635$h
DB00924,DB06603,72,DB00855$h
DB01045,DB00240,3,DB09232$h
DB00281,DB00423,48,DB06789$t
DB06723,DB00838,2,DB01241$h
DB01207,DB00945,48,DB09135$t
DB01198,DB09238,46,DB00146$t
DB01224,DB01251,69,DB00753$h
DB09026,DB06736,36,DB00513$h
DB04574,DB01137,48,DB00458$h
DB00492,DB00939,48,DB00261$h
DB00312,DB12161,3,DB00835$h
DB01440,DB00909,48,DB09242$h
DB01283,DB01118,46,DB06203$t
DB00371,DB00660,48,DB00282$t
DB00594,DB01396,69,DB00409$t
DB04951,DB00887,28,DB01396$t
DB09244,DB00871,48,DB00975$h
DB06770,DB09054,46,DB00179$t
DB00726,DB06704,69,DB01099$h
DB00468,DB00861,8,DB01112$t
DB00687,DB00358,48,DB08965$h
DB00418,DB01074,3,DB01095$h
DB06690,DB00285,48,DB00720$t
DB00829,DB01124,46,DB00808$t
DB00371,DB01065,48,DB01181$t
DB00338,DB06595,46,DB06637$t
DB00652,DB01551,48,DB08795$t
DB00849,DB00588,48,DB00390$h
DB09279,DB00343,48,DB06794$t
DB00772,DB08808,53,DB00474$h
DB00191,DB01356,60,DB03585$h
DB01200,DB00268,48,DB09047$h
DB05109,DB08865,46,DB00839$h
DB00559,DB00268,74,DB04840$h
DB00252,DB01235,69,DB01291$h
DB01224,DB00801,48,DB09291$t
DB00228,DB00747,48,DB00757$h
DB09078,DB01059,19,DB06810$h
DB01200,DB00899,48,DB00985$h
DB07615,DB01207,52,DB00897$t
DB00325,DB00542,48,DB08895$h
DB00708,DB00582,46,DB01338$t
DB01377,DB02187,2,DB01068$h
DB04272,DB06605,5,DB00813$h
DB00705,DB00927,66,DB00578$t
DB09079,DB00661,72,DB00136$h
DB00191,DB01069,75,DB12598$h
DB00393,DB08932,59,DB00570$t
DB00243,DB00643,72,DB00962$t
DB00635,DB00808,82,DB09286$t
DB00455,DB01018,48,DB00871$h
DB01297,DB12598,36,DB00765$t
DB09570,DB00195,46,DB03796$h
DB09117,DB00555,15,DB00821$t
DB00359,DB01250,8,DB00866$h
DB00681,DB00884,48,DB01127$t
DB00559,DB00498,3,DB01212$h
DB01544,DB09063,72,DB01235$h
DB11126,DB01133,74,DB04574$h
DB08987,DB00486,15,DB01423$h
DB04842,DB00349,48,DB01144$t
DB01215,DB04908,48,DB01420$t
DB00993,DB00722,62,DB00747$h
DB08881,DB00180,74,DB00433$h
DB00452,DB08991,71,DB08860$t
DB01059,DB01377,66,DB11235$h
DB06786,DB09065,72,DB00134$t
DB00905,DB01359,59,DB00325$t
DB00737,DB00484,15,DB00468$t
DB13158,DB00774,82,DB00653$h
DB00457,DB00668,4,DB00370$h
DB00679,DB00214,48,DB09080$t
DB00457,DB00887,48,DB00774$t
DB01156,DB00196,46,DB01068$t
DB00872,DB00484,48,DB09137$t
DB01623,DB09286,48,DB00254$h
DB01426,DB00195,46,DB00656$t
DB00237,DB01545,48,DB00468$t
DB01065,DB01501,48,DB11613$t
DB00865,DB00187,24,DB01327$h
DB00946,DB00398,46,DB01008$t
DB08938,DB00394,2,DB08865$h
DB00545,DB01273,48,DB00368$h
DB01102,DB00248,70,DB00934$t
DB11268,DB13167,5,DB01151$h
DB01105,DB00343,46,DB06595$t
DB04839,DB01078,57,DB00641$t
DB01377,DB00282,74,DB08970$h
DB08912,DB01274,74,DB00607$h
DB00472,DB00813,48,DB00904$t
DB00696,DB00391,48,DB04868$t
DB01107,DB00169,46,DB01559$t
DB00946,DB09074,46,DB11828$t
DB01034,DB09231,48,DB00254$t
DB01424,DB00169,46,DB11268$h
DB00243,DB00472,72,DB06707$h
DB06441,DB00770,5,DB01489$h
DB00996,DB00268,31,DB01501$t
DB00898,DB01626,48,DB00929$t
DB00252,DB06218,74,DB00460$h
DB01045,DB01126,3,DB00697$t
DB00598,DB08984,36,DB01164$t
DB00692,DB06403,59,DB00279$h
DB00232,DB01193,48,DB09273$t
DB00531,DB01108,14,DB09101$h
DB00541,DB00696,72,DB01624$h
DB00961,DB01068,48,DB06799$t
DB09085,DB00555,48,DB00565$h
DB00946,DB00437,5,DB04953$t
DB09075,DB01086,72,DB00670$t
DB01238,DB01551,48,DB01234$t
DB00440,DB00176,46,DB01395$t
DB00333,DB01563,48,DB11093$t
DB00623,DB00422,48,DB00457$h
DB08899,DB00872,74,DB06764$t
DB01174,DB00912,3,DB00458$h
DB00334,DB12332,46,DB08913$t
DB00960,DB06218,24,DB00836$t
DB00343,DB00999,48,DB00582$t
DB09076,DB00622,46,DB00749$t
DB08984,DB00685,26,DB00357$t
DB01466,DB00985,48,DB01422$h
DB08903,DB00370,19,DB00982$h
DB00753,DB01340,48,DB06788$h
DB00696,DB09073,72,DB01119$h
DB06723,DB00530,74,DB00401$h
DB00800,DB00742,48,DB02300$h
DB09224,DB00283,48,DB00709$h
DB00312,DB00738,3,DB00539$h
DB00612,DB05521,46,DB00381$t
DB00334,DB00349,46,DB00498$t
DB01181,DB09198,46,DB00894$t
DB00866,DB00477,46,DB00223$h
DB00254,DB00319,69,DB00975$t
DB01238,DB09345,48,DB01098$t
DB06207,DB00345,72,DB00988$h
DB00212,DB00528,59,DB00320$t
DB01071,DB09244,1,DB00844$h
DB01174,DB01154,3,DB00800$h
DB01064,DB00277,74,DB01171$t
DB09101,DB01167,72,DB08981$t
DB11126,DB01017,74,DB00822$h
DB00921,DB00398,46,DB00295$t
DB09099,DB00599,48,DB12532$h
DB00193,DB00721,48,DB11136$h
DB00335,DB01136,29,DB01016$t
DB01365,DB00950,75,DB00563$h
DB09090,DB01397,48,DB06824$h
DB01045,DB06725,3,DB12001$h
DB00268,DB00673,72,DB00781$h
DB00852,DB00543,36,DB00428$t
DB01255,DB01239,60,DB06802$h
DB01180,DB08976,48,DB08808$t
DB09053,DB06589,72,DB06689$t
DB01551,DB00588,48,DB00911$h
DB01224,DB00753,19,DB00720$t
DB00465,DB00873,48,DB09293$t
DB09279,DB00492,48,DB00585$t
DB01628,DB00223,48,DB08901$h
DB00343,DB00283,46,DB00594$t
DB00652,DB00252,48,DB01289$t
DB01119,DB08932,59,DB00982$h
DB01035,DB04868,46,DB00681$t
DB00933,DB00455,48,DB06788$h
DB01198,DB00241,48,DB09038$t
DB00754,DB00835,48,DB05521$h
DB00921,DB01159,15,DB01403$t
DB00696,DB09074,46,DB00637$t
DB00285,DB00543,48,DB00480$h
DB13323,DB04953,48,DB00922$h
DB00370,DB00313,15,DB00362$h
DB00333,DB00377,63,DB00387$h
DB00594,DB03585,36,DB00429$h
DB01221,DB00801,48,DB08971$h
DB01247,DB00363,48,DB00278$h
DB01100,DB11609,48,DB01577$t
DB04938,DB00285,46,DB00757$t
DB08797,DB00663,48,DB01235$t
DB01558,DB00208,46,DB01174$h
DB01174,DB00324,3,DB08965$h
DB00344,DB04846,48,DB01002$t
DB09245,DB00601,48,DB09323$h
DB01267,DB00866,24,DB00759$t
DB00524,DB01409,72,DB00564$t
DB00912,DB00715,8,DB01378$h
DB01229,DB04855,46,DB01050$t
DB09286,DB00980,48,DB00651$h
DB00936,DB06712,48,DB01124$h
DB00490,DB01069,48,DB00324$t
DB00967,DB04953,48,DB08868$h
DB00796,DB01401,48,DB09053$t
DB00564,DB00849,3,DB09218$h
DB00295,DB00949,48,DB06782$h
DB00972,DB06725,48,DB00211$h
DB01110,DB01072,46,DB06701$t
DB00477,DB00593,48,DB13153$h
DB00641,DB00248,72,DB01437$h
DB01100,DB00835,48,DB00363$h
DB00545,DB00804,69,DB06413$t
DB00413,DB00881,48,DB01422$t
DB00298,DB01002,48,DB01400$t
DB01018,DB06290,72,DB09094$h
DB13874,DB01241,46,DB06287$h
DB00753,DB00734,59,DB00940$h
DB00433,DB01580,48,DB01628$h
DB01050,DB01380,48,DB01392$t
DB01017,DB00948,69,DB00389$h
DB00482,DB00657,48,DB00898$h
DB00599,DB06730,69,DB09212$t
DB01165,DB00344,19,DB09279$h
DB01238,DB00748,48,DB01403$h
DB01047,DB00621,73,DB00921$t
DB00454,DB00834,72,DB00326$h
DB00400,DB08864,74,DB09061$t
DB13783,DB11362,69,DB01362$t
DB00238,DB08971,74,DB00833$h
DB01181,DB01124,46,DB01172$t
DB05676,DB01167,46,DB00894$h
DB00959,DB00199,46,DB04570$h
DB00774,DB00458,48,DB00967$t
DB00921,DB00829,15,DB01007$t
